time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,35.94,32,36,38,39,33,35,34,0.019276392,35,100.0,85.2,84.3,100.0,86.2,73.7,278401,68359,0.25
