time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,238.88,248.75,250,240,260,237.5,220,230,0.008939922,250,100.0,70.9,53.4,100.0,99.0,95.6,24962,19748,0.79
