time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,24.38,24.75,25,24.5,26,23,24,23.5,0.001521176,23,100.0,36.7,30.5,100.0,92.8,17.0,55824,43081,0.77
