time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,298.5,298.75,300,310,315,287.5,295,290,0.009895075,287.5,100.0,22.4,20.0,100.0,55.1,33.4,16000,10915,0.68
