time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,112.14,119.5,115,113,120,110,105,111,0.001756823,115,100.0,26.6,26.0,100.0,39.3,25.9,56550,57480,1.02
