time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,95.48,94.5,97.5,96,100,95,92,90,0.013644548,95,100.0,62.7,25.6,100.0,94.5,42.3,20873,3110,0.15
