time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,34.11,34.75,35,36,36.5,32.5,33,34,0.002364185,35,100.0,14.0,12.5,100.0,87.8,72.9,25715,11222,0.44
