time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,48.74,48.5,50,49,53,46,44,43,0.000637171,50,100.0,34.6,23.1,100.0,59.0,27.8,10806,9776,0.9
