time,spot,zero_gamma,cw1,cw2,cw3,pw1,pw2,pw3,net_gex,hvl,cw1_pct,cw2_pct,cw3_pct,pw1_pct,pw2_pct,pw3_pct,call_oi,put_oi,pc_ratio
2025-10-03,217.43,228.75,220,230,225,215,210,205,0.016961044,210,100.0,74.0,47.9,100.0,43.6,31.5,71065,55501,0.78
